iteration,best_score,mean_score,upper_particles,lower_particles
1,-260600784.0,420894400.0,64,48
2,-441053152.0,106079168.0,64,48
3,-463542016.0,166870512.0,64,48
4,-511115008.0,91227328.0,64,48
5,-511115008.0,27471328.0,64,48
6,-518502944.0,-1280518.75,64,48
7,-530822784.0,-88061848.0,64,48
8,-530822784.0,-65274856.0,64,48
9,-532824160.0,-54840312.0,64,48
10,-533809984.0,-66895904.0,64,48
11,-535211008.0,-70228088.0,64,48
12,-536498112.0,-133577880.0,64,48
13,-539769024.0,-84908224.0,64,48
14,-541059136.0,-24964400.0,64,48
15,-541687296.0,-35146200.0,64,48
16,-542773440.0,-153846192.0,64,48
17,-542843520.0,-79739632.0,64,48
18,-543891392.0,-57150624.0,64,48
19,-545503808.0,-134004560.0,64,48
20,-546045056.0,-134686832.0,64,48
21,-546045056.0,-103630744.0,64,48
22,-547488256.0,-139474816.0,64,48
23,-547802944.0,-174698944.0,64,48
24,-548051136.0,-161749648.0,64,48
25,-548051136.0,-157254752.0,64,48
26,-548051136.0,-132518744.0,64,48
27,-548051136.0,-148018528.0,64,48
28,-548581760.0,-151637552.0,64,48
29,-548774016.0,-226471472.0,64,48
30,-548788544.0,-163897952.0,64,48
31,-549051712.0,-85275264.0,64,48
32,-549267328.0,-113551968.0,64,48
33,-551068992.0,-221728384.0,64,48
34,-551930880.0,-234335232.0,64,48
35,-552940992.0,-135162032.0,64,48
36,-554754816.0,-205954048.0,64,48
37,-554754816.0,-209702752.0,64,48
38,-555131648.0,-183876992.0,64,48
39,-555586560.0,-170742704.0,64,48
40,-556459904.0,-161846864.0,64,48
41,-556649280.0,-142157152.0,64,48
42,-557280896.0,-216081248.0,64,48
43,-557682048.0,-223215008.0,64,48
44,-558184000.0,-182930592.0,64,48
45,-558344960.0,-144307440.0,64,48
46,-558344960.0,-188449136.0,64,48
47,-558344960.0,-164906208.0,64,48
48,-558344960.0,-162106816.0,64,48
49,-558412544.0,-143203520.0,64,48
50,-558412544.0,-209399552.0,64,48
51,-558472576.0,-197372544.0,64,48
52,-558472576.0,-209320880.0,64,48
53,-558474752.0,-158709616.0,64,48
54,-558610304.0,-221152928.0,64,48
55,-558610304.0,-276051456.0,64,48
56,-558775808.0,-223051360.0,64,48
57,-558849024.0,-190524464.0,64,48
58,-558968896.0,-205191488.0,64,48
59,-558968896.0,-221829504.0,64,48
60,-558968896.0,-176710528.0,64,48
61,-558968896.0,-219746528.0,64,48
62,-559072512.0,-195482480.0,64,48
63,-559168768.0,-199040816.0,64,48
64,-559353856.0,-211229792.0,64,48
65,-559431744.0,-137149536.0,64,48
66,-559512448.0,-189346368.0,64,48
67,-559532032.0,-251423664.0,64,48
68,-559613952.0,-233883824.0,64,48
69,-559722624.0,-231248816.0,64,48
70,-559845312.0,-219623264.0,64,48
71,-559949696.0,-179465088.0,64,48
72,-560159936.0,-253561472.0,64,48
73,-560159936.0,-193601984.0,64,48
74,-560194880.0,-232829344.0,64,48
75,-560229760.0,-300606400.0,64,48
76,-560278144.0,-253264224.0,64,48
77,-560502976.0,-269508544.0,64,48
78,-560505856.0,-265243616.0,64,48
79,-560505856.0,-255998176.0,64,48
80,-560505856.0,-244455552.0,64,48
